214;0;182
213;0;184
212;0;185
212;0;187
211;0;188
210;0;190
209;0;191
209;0;193
208;0;194
207;0;196
206;0;198
205;0;199
204;0;201
